MATR_ALUNO;QUADRIMESTRE
11081211;2020.1 QS2
11081512;2020.1 QS2
11083516;2020.1 QS2
11084812;2020.1 QS2
11085711;2020.1 QS2
11088515;2020.1 QS2
11089316;2020.1 QS2
11089716;2020.1 QS2
11090516;2020.1 QS2
11091111;2020.1 QS2
11092114;2020.1 QS2
11093616;2020.1 QS2
11093811;2020.1 QS2
11093813;2020.1 QS2
11094013;2020.1 QS2
11096114;2020.1 QS2
11097012;2020.1 QS2
11099015;2020.1 QS2
11101713;2020.1 QS2
11102314;2020.1 QS2
11103013;2020.1 QS2
11103713;2020.1 QS2
11105514;2020.1 QS2
11106114;2020.1 QS2
11107314;2020.1 QS2
11111512;2020.1 QS2
11114116;2020.1 QS2
11114213;2020.1 QS2
11114915;2020.1 QS2
11116216;2020.1 QS2
11116414;2020.1 QS2
11117711;2020.1 QS2
11117810;2020.1 QS2
11121015;2020.1 QS2
11121414;2020.1 QS2
11129211;2020.1 QS2
11132509;2020.1 QS2
11134909;2020.1 QS2
21001116;2020.1 QS2
21004013;2020.1 QS2
21005515;2020.1 QS2
21006814;2020.1 QS2
21007015;2020.1 QS2
21009715;2020.1 QS2
21011814;2020.1 QS2
21012013;2020.1 QS2
21012214;2020.1 QS2
21012313;2020.1 QS2
21012715;2020.1 QS2
21014712;2020.1 QS2
21014815;2020.1 QS2
21015213;2020.1 QS2
21015715;2020.1 QS2
21016814;2020.1 QS2
21021713;2020.1 QS2
21022115;2020.1 QS2
21022716;2020.1 QS2
21023013;2020.1 QS2
21023513;2020.1 QS2
21023916;2020.1 QS2
21024716;2020.1 QS2
21025913;2020.1 QS2
21027015;2020.1 QS2
21027211;2020.1 QS2
21027515;2020.1 QS2
21027816;2020.1 QS2
21030812;2020.1 QS2
21031915;2020.1 QS2
21033712;2020.1 QS2
21037416;2020.1 QS2
21037812;2020.1 QS2
21039111;2020.1 QS2
21039314;2020.1 QS2
21040316;2020.1 QS2
21040414;2020.1 QS2
21042314;2020.1 QS2
21042414;2020.1 QS2
21046012;2020.1 QS2
21046612;2020.1 QS2
21046715;2020.1 QS2
21047514;2020.1 QS2
21050212;2020.1 QS2
21050913;2020.1 QS2
21052413;2020.1 QS2
21052513;2020.1 QS2
21056313;2020.1 QS2
21057416;2020.1 QS2
21057714;2020.1 QS2
21058713;2020.1 QS2
21059013;2020.1 QS2
21061212;2020.1 QS2
21062913;2020.1 QS2
21063615;2020.1 QS2
21065613;2020.1 QS2
21065813;2020.1 QS2
21069513;2020.1 QS2
21072216;2020.1 QS2
21072512;2020.1 QS2
21073116;2020.1 QS2
21073814;2020.1 QS2
21077513;2020.1 QS2
21078412;2020.1 QS2
21081713;2020.1 QS2
21082514;2020.1 QS2
21083615;2020.1 QS2
21085214;2020.1 QS2
21091315;2020.1 QS2
11201720048;2020.1 QS2
11201720260;2020.1 QS2
11201720510;2020.1 QS2
11201720574;2020.1 QS2
11201720672;2020.1 QS2
11201720768;2020.1 QS2
11201721214;2020.1 QS2
11201721263;2020.1 QS2
11201721448;2020.1 QS2
11201721828;2020.1 QS2
11201722135;2020.1 QS2
11201722142;2020.1 QS2
11201722183;2020.1 QS2
11201722193;2020.1 QS2
11201722389;2020.1 QS2
11201722510;2020.1 QS2
11201722516;2020.1 QS2
11201722522;2020.1 QS2
11201722527;2020.1 QS2
11201722537;2020.1 QS2
11201722708;2020.1 QS2
11201722735;2020.1 QS2
11201722763;2020.1 QS2
11201722771;2020.1 QS2
11201722775;2020.1 QS2
11201722782;2020.1 QS2
11201722802;2020.1 QS2
11201722941;2020.1 QS2
11201722990;2020.1 QS2
11201723028;2020.1 QS2
11201723068;2020.1 QS2
11201723112;2020.1 QS2
11201810089;2020.1 QS2
11201810159;2020.1 QS2
11201810176;2020.1 QS2
11201810237;2020.1 QS2
11201810313;2020.1 QS2
11201810371;2020.1 QS2
11201810449;2020.1 QS2
11201810485;2020.1 QS2
11201810536;2020.1 QS2
11201810593;2020.1 QS2
11201810746;2020.1 QS2
11201810772;2020.1 QS2
11201810944;2020.1 QS2
11201811267;2020.1 QS2
11201811269;2020.1 QS2
11201811383;2020.1 QS2
11201811465;2020.1 QS2
11201811471;2020.1 QS2
11201811529;2020.1 QS2
11201811611;2020.1 QS2
11201811791;2020.1 QS2
11201811880;2020.1 QS2
11201812028;2020.1 QS2
11201812029;2020.1 QS2
11201812079;2020.1 QS2
11201812124;2020.1 QS2
11201812347;2020.1 QS2
11201822490;2020.1 QS2
11201912021;2020.1 QS2
11201912416;2020.1 QS2
11201920294;2020.1 QS2
11201920350;2020.1 QS2
11201920379;2020.1 QS2
11201920426;2020.1 QS2
11201920484;2020.1 QS2
11201920519;2020.1 QS2
11201920550;2020.1 QS2
11201920580;2020.1 QS2
11201920619;2020.1 QS2
11201920757;2020.1 QS2
11201920870;2020.1 QS2
11201920885;2020.1 QS2
11201920914;2020.1 QS2
11201921131;2020.1 QS2
11201921229;2020.1 QS2
11201921253;2020.1 QS2
11201921265;2020.1 QS2
11201921320;2020.1 QS2
11201921366;2020.1 QS2
11201921372;2020.1 QS2
11201921475;2020.1 QS2
11201921561;2020.1 QS2
11201921652;2020.1 QS2
11201921668;2020.1 QS2
11201921675;2020.1 QS2
11201921756;2020.1 QS2
11201922008;2020.1 QS2
11201922014;2020.1 QS2
11201922151;2020.1 QS2
11201922210;2020.1 QS2
11201922256;2020.1 QS2
11201922258;2020.1 QS2
11201922283;2020.1 QS2
11201922310;2020.1 QS2
11201922427;2020.1 QS2
11201932483;2020.1 QS2
11201932512;2020.1 QS2
11202020008;2020.1 QS2
11202020013;2020.1 QS2
11202020024;2020.1 QS2
11202020048;2020.1 QS2
11202020076;2020.1 QS2
11202020094;2020.1 QS2
11202020106;2020.1 QS2
11202020116;2020.1 QS2
11202020132;2020.1 QS2
11202020238;2020.1 QS2
11202020242;2020.1 QS2
11202020243;2020.1 QS2
11202020273;2020.1 QS2
11202020280;2020.1 QS2
11202020318;2020.1 QS2
11202020332;2020.1 QS2
11202020374;2020.1 QS2
11202020399;2020.1 QS2
11202020409;2020.1 QS2
11202020424;2020.1 QS2
11202020448;2020.1 QS2
11202020465;2020.1 QS2
11202020541;2020.1 QS2
11202020582;2020.1 QS2
11202020605;2020.1 QS2
11202020613;2020.1 QS2
11202020637;2020.1 QS2
11202020666;2020.1 QS2
11202020669;2020.1 QS2
11202020682;2020.1 QS2
11202020690;2020.1 QS2
11202020708;2020.1 QS2
11202020728;2020.1 QS2
11202020732;2020.1 QS2
11202020751;2020.1 QS2
11202020754;2020.1 QS2
11202020803;2020.1 QS2
11202020824;2020.1 QS2
11202020854;2020.1 QS2
11202020887;2020.1 QS2
11202020892;2020.1 QS2
11202020905;2020.1 QS2
11202020951;2020.1 QS2
11202020963;2020.1 QS2
11202020986;2020.1 QS2
11202021004;2020.1 QS2
11202021013;2020.1 QS2
11202021028;2020.1 QS2
11202021041;2020.1 QS2
11202021070;2020.1 QS2
11202021073;2020.1 QS2
11202021078;2020.1 QS2
11202021092;2020.1 QS2
11202021111;2020.1 QS2
11202021176;2020.1 QS2
11202021186;2020.1 QS2
11202021188;2020.1 QS2
11202021190;2020.1 QS2
11202021215;2020.1 QS2
11202021244;2020.1 QS2
11202021254;2020.1 QS2
11202021273;2020.1 QS2
11202021292;2020.1 QS2
11202021303;2020.1 QS2
11202021326;2020.1 QS2
11202021367;2020.1 QS2
11202021371;2020.1 QS2
11202021386;2020.1 QS2
11202021387;2020.1 QS2
11202021394;2020.1 QS2
11202021420;2020.1 QS2
11202021433;2020.1 QS2
11202021435;2020.1 QS2
11202021522;2020.1 QS2
11202021523;2020.1 QS2
11202021545;2020.1 QS2
11202021581;2020.1 QS2
11202021591;2020.1 QS2
11202021595;2020.1 QS2
11202021625;2020.1 QS2
11202021649;2020.1 QS2
11202021677;2020.1 QS2
11202021740;2020.1 QS2
11202021751;2020.1 QS2
11202021784;2020.1 QS2
11202021815;2020.1 QS2
11202021830;2020.1 QS2
11202021839;2020.1 QS2
11202021873;2020.1 QS2
11202021880;2020.1 QS2
11202021895;2020.1 QS2
11202021903;2020.1 QS2
11202021927;2020.1 QS2
11202021977;2020.1 QS2
11202021978;2020.1 QS2
11202021982;2020.1 QS2
11202021987;2020.1 QS2
11202022061;2020.1 QS2
11202022076;2020.1 QS2
11202022093;2020.1 QS2
11202022140;2020.1 QS2
11202022177;2020.1 QS2
11202022208;2020.1 QS2
11202022216;2020.1 QS2
11202022225;2020.1 QS2
11202022234;2020.1 QS2
11202022236;2020.1 QS2
11202022245;2020.1 QS2
11202022258;2020.1 QS2
11202022263;2020.1 QS2
11202022271;2020.1 QS2
11202022296;2020.1 QS2
13201723149;2020.1 QS2
13201811210;2020.1 QS2
13201812339;2020.1 QS2
13201812340;2020.1 QS2
13201910009;2020.1 QS2
13201910044;2020.1 QS2
11014516;2020.1 QS2
11202020936;2020.1 QS2
11202021189;2020.1 QS2
11201722734;2020.1 QS2
11028316;2020.1 QS2
11201921094;2020.1 QS2
11037415;2020.1 QS2
21011915;2020.1 QS2
11201921299;2020.1 QS2
11050513;2020.1 QS2
21052015;2020.1 QS2
11202020999;2020.1 QS2
11026812;2020.1 QS2
11202021722;2020.1 QS2
21030816;2020.1 QS2
11202020821;2020.1 QS2
11201811401;2020.1 QS2
21015014;2020.1 QS2
11202020184;2020.1 QS2
11201920440;2020.1 QS2
11202021023;2020.1 QS2
11201810873;2020.1 QS2
11045114;2020.1 QS2
21051416;2020.1 QS2
11093315;2020.1 QS2
11044115;2020.1 QS2
11202020863;2020.1 QS2
21069015;2020.1 QS2
11201920629;2020.1 QS2
11202020118;2020.1 QS2
11032314;2020.1 QS2
11025212;2020.1 QS2
21054916;2020.1 QS2
11111009;2020.1 QS2
21050213;2020.1 QS2
21016615;2020.1 QS2
21033911;2020.1 QS2
11201723067;2020.1 QS2
11095411;2020.1 QS2
11201920468;2020.1 QS2
11067915;2020.1 QS2
21007715;2020.1 QS2
11010314;2020.1 QS2
11201921711;2020.1 QS2
11201721965;2020.1 QS2
11018514;2020.1 QS2
11201932585;2020.1 QS2
11053212;2020.1 QS2
21002513;2020.1 QS2
11046012;2020.1 QS2
21032014;2020.1 QS2
11201922359;2020.1 QS2
21042415;2020.1 QS2
11029313;2020.1 QS2
11092909;2020.1 QS2
11112016;2020.1 QS2
11202020538;2020.1 QS2
11100411;2020.1 QS2
21031013;2020.1 QS2
11201722670;2020.1 QS2
21060715;2020.1 QS2
21003716;2020.1 QS2
21038915;2020.1 QS2
11086315;2020.1 QS2
11069911;2020.1 QS2
11017615;2020.1 QS2
11201810020;2020.1 QS2
11062510;2020.1 QS2
11105613;2020.1 QS2
11108012;2020.1 QS2
11038812;2020.1 QS2
11201921875;2020.1 QS2
13201822632;2020.1 QS2
11146809;2020.1 QS2
11086014;2020.1 QS2
11042813;2020.1 QS2
11081714;2020.1 QS2
21071416;2020.1 QS2
11113510;2020.1 QS2
21063712;2020.1 QS2
11201812113;2020.1 QS2
21086016;2020.1 QS2
11049412;2020.1 QS2
11201722057;2020.1 QS2
11202020862;2020.1 QS2
11083912;2020.1 QS2
11202020645;2020.1 QS2
11201720026;2020.1 QS2
21076116;2020.1 QS2
21025013;2020.1 QS2
11201822525;2020.1 QS2
21012815;2020.1 QS2
21064016;2020.1 QS2
12202110886;2020.1 QS2
21073716;2020.1 QS2
11201722992;2020.1 QS2
21000913;2020.1 QS2
21038016;2020.1 QS2
11004312;2020.1 QS2
11201922201;2020.1 QS2
11202021511;2020.1 QS2
21077113;2020.1 QS2
13201910003;2020.1 QS2
21016113;2020.1 QS2
11029112;2020.1 QS2
11111914;2020.1 QS2
11026113;2020.1 QS2
11082412;2020.1 QS2
11084316;2020.1 QS2
11028914;2020.1 QS2
11201811550;2020.1 QS2
11201720952;2020.1 QS2
11033512;2020.1 QS2
11201722035;2020.1 QS2
11202021261;2020.1 QS2
11201921576;2020.1 QS2
11202020795;2020.1 QS2
11201811766;2020.1 QS2
11201812349;2020.1 QS2
11011615;2020.1 QS2
11201721130;2020.1 QS2
11008414;2020.1 QS2
11201812077;
11202021953;
11202021076;
21024316;
21059612;
11026314;
11201920779;
11089615;
11201812180;
11021916;
21065516;
11073316;
11202021985;
11148909;
21004315;
11201921418;
11201722857;
21069215;
11016815;
11201921863;
11201810185;
11202021214;
11021408;
21016815;
11201921454;
11201920523;
11202021654;
11079813;
11201810008;
21037116;
11202021269;
11202021432;
11201921361;
11028912;
11019915;
11201722612;
11098413;
11015916;
11060515;
11011214;
11202022013;
11201722047;
11202021554;
21005615;
21063413;
11202021140;
21040814;
21074016;
11097013;
11021512;
21020411;
11201920457;
21019714;
21085215;
11201920243;
11006115;
11006414;
11201921266;
11202022183;
11202021622;
21033614;
21031112;
11089212;
11010813;
11201920694;
11202020757;
11201722129;
11201921933;
21014913;
11202020648;
11201811833;
11202020842;
11075612;
11094212;
11039411;
11057608;
11067216;
11001014;
11104614;
21071415;
11076313;
11079415;
11118914;
21068613;
11028915;
21019616;
11202020879;
21083215;
11201921484;
11202021434;
21089915;
11091413;
11019512;
11036515;
11202021602;
11201932473;
11053912;
11076215;
11202021396;
11057514;
11201811045;
13201812300;
11202021179;
11202021115;
21050215;
21018816;
21082515;
11050115;
11201722145;
11102213;
11201812332;
11098613;
11201922150;
21046114;
11201921597;
13201723129;
11202021937;
11202020532;
11074714;
11201811896;
11201721722;
11061011;
21025110;
11044211;
11201932567;
11122515;
11116914;
11201722314;
11202021259;
11080016;
11202020873;
11115010;
11201811230;
21090815;
11110414;
11032813;
11201822408;
11202020362;
21045214;
11111015;
11054216;
11050916;
21022116;
11201722720;
11201722660;
11201810311;
11201822482;
11092516;
11202020817;
11078814;
11100614;
11050713;
21054415;
11202021620;
21021216;
21007514;
21011516;
11201921243;
11201921231;
21020716;
11202020947;
11201720950;
21017210;
11091214;
11201922249;
11092811;
21006216;
21062012;
11202021811;
11201921407;
11108613;
11084115;
11053411;
11006413;
11201810728;
11201810109;
11201810639;
13201812194;
11201722772;
11202021368;
13201723134;
11201721336;
11202020816;
11035113;
11201811913;
11004912;
21069613;
11073716;
11106612;
11046315;
11070013;
11201921715;
21034816;
11078014;
21071713;
11201723093;
11103916;
11096613;
11201722113;
11101916;
21057012;
21009212;
21016016;
11059411;
21029516;
21000515;
11201722048;
11202020942;
21006114;
21058413;
11020714;
21049715;
11202021182;
11075610;
11060212;
11112113;
11201920805;
11202021687;
21060415;
11099815;
11201921952;
11070007;
11085611;
11201811375;
11201920569;
11086714;
11052211;
11202022035;
11085612;
11131510;
11201811630;
11201920236;
11004114;
11060514;
21079314;
11201922198;
11079911;
11201722949;
11201721374;
11088413;
11202020256;
21084414;
11094515;
11047810;
11202021114;
11028816;
11020215;
11011113;
11201721244;
21033511;
11202021701;
21083414;
11053715;
11201720100;
11202021266;
11201822533;
11121515;
21054015;
21023816;
11109313;
11201723081;
11201922242;
11030411;
11202020968;
11108014;
11201810161;
11076513;
21019015;
21034012;
11202020962;
21071013;
11202020914;
11201811710;
11118215;
11201921178;
11201922244;
11002114;
21011513;
21042915;
11201722635;
11201921611;
21063014;
11053016;
21001714;
21028916;
11202022178;
11201811491;
11202020139;
11052914;
11116416;
11201811536;
