RA;QUADRIMESTRE
11202210062;2022.2
11202210082;2022.2
11202210086;2022.2
11202210104;2022.2
11202210112;2022.2
11202210115;2022.2
11202230256;2022.2
11202230348;2022.2
11202230396;2022.2
11202230400;2022.2
11202230592;2022.2
11202231022;2022.2
11202231032;2022.2
11202231054;2022.2
11202231090;2022.2
11202231128;2022.2
11202231277;2022.2
11202231520;2022.2
11202232174;2022.2
13201713127;2022.2
13201723212;2022.2
13201723213;2022.2
13201723219;2022.2
13201811210;2022.2
13201811251;2022.2
13201812195;2022.2
13201812294;2022.2
13201910009;2022.2
13201910034;2022.2
13201910085;2022.2
13201910091;2022.2
13201910096;2022.2
21001116;2022.2
21001317;2022.2
21002316;2022.2
21004714;2022.2
21005413;2022.2
21006215;2022.2
21007516;2022.2
21007715;2022.2
21008516;2022.2
21008612;2022.2
21009014;2022.2
21009516;2022.2
21012013;2022.2
21012014;2022.2
21012216;2022.2
21012516;2022.2
21012716;2022.2
21013316;2022.2
21013416;2022.2
21014216;2022.2
21014510;2022.2
21015216;2022.2
21015314;2022.2
21016814;2022.2
21017616;2022.2
21019015;2022.2
21019515;2022.2
21020414;2022.2
21022016;2022.2
21022316;2022.2
21023214;2022.2
21023916;2022.2
21024515;2022.2
21025314;2022.2
21025913;2022.2
21026112;2022.2
21026815;2022.2
21027516;2022.2
21028016;2022.2
21028512;2022.2
21028916;2022.2
21030014;2022.2
21031815;2022.2
21032516;2022.2
21032912;2022.2
21033115;2022.2
21034214;2022.2
21034216;2022.2
21035414;2022.2
21037315;2022.2
21037715;2022.2
21037812;2022.2
21039715;2022.2
21040814;2022.2
21041411;2022.2
21041416;2022.2
21043114;2022.2
21043516;2022.2
21047516;2022.2
21049015;2022.2
21050013;2022.2
21050715;2022.2
21051314;2022.2
21051515;2022.2
21052413;2022.2
21052613;2022.2
21053616;2022.2
21054415;2022.2
21054515;2022.2
21054615;2022.2
21054916;2022.2
21055316;2022.2
21056714;2022.2
21057016;2022.2
21058216;2022.2
21059516;2022.2
21060314;2022.2
21060515;2022.2
21061014;2022.2
21061716;2022.2
21062113;2022.2
21062714;2022.2
21065315;2022.2
21066216;2022.2
21066415;2022.2
21068613;2022.2
21068716;2022.2
21069315;2022.2
21069615;2022.2
21069915;2022.2
21071716;2022.2
21071814;2022.2
21072512;2022.2
21072614;2022.2
21073015;2022.2
21073813;2022.2
21074015;2022.2
21074314;2022.2
21074613;2022.2
21075612;2022.2
21076215;2022.2
21076615;2022.2
21076715;2022.2
21076816;2022.2
21077113;2022.2
21077116;2022.2
21077915;2022.2
21077916;2022.2
21078016;2022.2
21078716;2022.2
21079113;2022.2
21079114;2022.2
21079314;2022.2
21079315;2022.2
21079515;2022.2
21079616;2022.2
21080314;2022.2
21081715;2022.2
21081815;2022.2
21083913;2022.2
21084413;2022.2
21084616;2022.2
21085114;2022.2
21085215;2022.2
21085414;2022.2
21085514;2022.2
21086214;2022.2
21086813;2022.2
21087316;2022.2
21087916;2022.2
21090316;2022.2
21090415;2022.2
21090815;2022.2
21091815;2022.2
21091915;2022.2
21092915;2022.2
21093115;2022.2
