MATR_ALUNO;QUADRIMESTRE
11201722992;QS 2021.3
11201723105;QS 2021.3
11201723112;QS 2021.3
11201723123;QS 2021.3
11201810073;QS 2021.3
11201810103;QS 2021.3
11201810115;QS 2021.3
11201810371;QS 2021.3
11201810830;QS 2021.3
11201810965;QS 2021.3
11201811668;QS 2021.3
11201811710;QS 2021.3
11201811868;QS 2021.3
11201812347;QS 2021.3
11201912021;QS 2021.3
11201912273;QS 2021.3
11201920244;QS 2021.3
11201920426;QS 2021.3
11201920749;QS 2021.3
11201920806;QS 2021.3
11201921070;QS 2021.3
11201921071;QS 2021.3
11201921191;QS 2021.3
11201921195;QS 2021.3
11201921229;QS 2021.3
11201921952;QS 2021.3
11201922151;QS 2021.3
11201922184;QS 2021.3
11201922268;QS 2021.3
11202020359;QS 2021.3
11202020558;QS 2021.3
11202020770;QS 2021.3
11202021123;QS 2021.3
11202021290;QS 2021.3
11202022034;QS 2021.3
11202022140;QS 2021.3
11202130780;QS 2021.3
11202131274;QS 2021.3
13201812203;QS 2021.3
13201812339;QS 2021.3
13201812340;QS 2021.3
13201910004;QS 2021.3
