MATR_ALUNO;QUADRIMESTRE
11103416;QS 2021.2
11124915;QS 2021.2
11202021927;QS 2021.2
21030215;QS 2021.2
11202021244;QS 2021.2
11079813;QS 2021.2
11201810513;QS 2021.2
11028912;QS 2021.2
11011214;QS 2021.2
11202022013;QS 2021.2
11107215;QS 2021.2
11032914;QS 2021.2
11202021580;QS 2021.2
11202021140;QS 2021.2
11201920888;QS 2021.2
11202020811;QS 2021.2
11041413;QS 2021.2
11054713;QS 2021.2
11202021377;QS 2021.2
11201921661;QS 2021.2
11202020757;QS 2021.2
11041815;QS 2021.2
21005716;QS 2021.2
11201811833;QS 2021.2
11112115;QS 2021.2
11042807;QS 2021.2
11201722555;QS 2021.2
11201722098;QS 2021.2
11202020728;QS 2021.2
11033811;QS 2021.2
21019611;QS 2021.2
11079314;QS 2021.2
11069114;QS 2021.2
11201920467;QS 2021.2
11201921484;QS 2021.2
11057613;QS 2021.2
21078412;QS 2021.2
11022713;QS 2021.2
11036515;QS 2021.2
11202022225;QS 2021.2
21086013;QS 2021.2
11201810359;QS 2021.2
11202021070;QS 2021.2
11046715;QS 2021.2
11201721937;QS 2021.2
11095312;QS 2021.2
11063716;QS 2021.2
21056014;QS 2021.2
21043316;QS 2021.2
11036413;QS 2021.2
21011416;QS 2021.2
11201810073;QS 2021.2
21042016;QS 2021.2
11106614;QS 2021.2
11201812332;QS 2021.2
21061314;QS 2021.2
11201810052;QS 2021.2
11059416;QS 2021.2
11105414;QS 2021.2
11202022169;QS 2021.2
11061011;QS 2021.2
11201722314;QS 2021.2
11100115;QS 2021.2
11050010;QS 2021.2
21023015;QS 2021.2
11201822408;QS 2021.2
11050915;QS 2021.2
11054216;QS 2021.2
11202020782;QS 2021.2
21023815;QS 2021.2
11201722344;QS 2021.2
11107112;QS 2021.2
11078814;QS 2021.2
11063713;QS 2021.2
11103115;QS 2021.2
11099914;QS 2021.2
21014615;QS 2021.2
11201920785;QS 2021.2
11202021004;QS 2021.2
11086312;QS 2021.2
21036614;QS 2021.2
11063613;QS 2021.2
11106214;QS 2021.2
11201722214;QS 2021.2
21061115;QS 2021.2
21060113;QS 2021.2
21010216;QS 2021.2
11050215;QS 2021.2
11084115;QS 2021.2
21008016;QS 2021.2
11010606;QS 2021.2
11202020824;QS 2021.2
21005713;QS 2021.2
11201920484;QS 2021.2
11027814;QS 2021.2
11064916;QS 2021.2
13201811210;QS 2021.2
11201720128;QS 2021.2
21034912;QS 2021.2
11201722455;QS 2021.2
11202022208;QS 2021.2
13201910009;QS 2021.2
11202020619;QS 2021.2
11201811865;QS 2021.2
11128410;QS 2021.2
11112213;QS 2021.2
21069414;QS 2021.2
11202021660;QS 2021.2
11048916;QS 2021.2
11096613;QS 2021.2
11101916;QS 2021.2
21034613;QS 2021.2
11051514;QS 2021.2
11102616;QS 2021.2
11052215;QS 2021.2
11202021981;QS 2021.2
11201921530;QS 2021.2
11201810485;QS 2021.2
11009016;QS 2021.2
11202020374;QS 2021.2
11201722048;QS 2021.2
11094111;QS 2021.2
11083814;QS 2021.2
11202020201;QS 2021.2
11075610;QS 2021.2
11201921961;QS 2021.2
11081616;QS 2021.2
11022815;QS 2021.2
11051214;QS 2021.2
11201810031;QS 2021.2
21079113;QS 2021.2
11052211;QS 2021.2
11202022035;QS 2021.2
21025814;QS 2021.2
11201812080;QS 2021.2
11201722163;QS 2021.2
11202020428;QS 2021.2
11201922373;QS 2021.2
21020215;QS 2021.2
11201721374;QS 2021.2
11201720048;QS 2021.2
11202022087;QS 2021.2
11202021522;QS 2021.2
11121315;QS 2021.2
11202020666;QS 2021.2
21079515;QS 2021.2
11059814;QS 2021.2
11202020682;QS 2021.2
11052314;QS 2021.2
11082714;QS 2021.2
21023813;QS 2021.2
11202020275;QS 2021.2
11201822421;QS 2021.2
13201723219;QS 2021.2
21083414;QS 2021.2
11039210;QS 2021.2
11201810830;QS 2021.2
11201720100;QS 2021.2
11201810334;QS 2021.2
11055411;QS 2021.2
11029115;QS 2021.2
21059315;QS 2021.2
11201922006;QS 2021.2
11201810160;QS 2021.2
21093215;QS 2021.2
11201922242;QS 2021.2
11030411;QS 2021.2
11061812;QS 2021.2
11202020328;QS 2021.2
11202020962;QS 2021.2
11093812;QS 2021.2
11069916;QS 2021.2
11202020914;QS 2021.2
21003514;QS 2021.2
11062115;QS 2021.2
11202020653;QS 2021.2
11202020894;QS 2021.2
11201920410;QS 2021.2
11201811801;QS 2021.2
11106014;QS 2021.2
11201922292;QS 2021.2
11201921387;QS 2021.2
11003216;QS 2021.2
11028914;QS 2021.2
21033814;QS 2021.2
21046615;QS 2021.2
11006714;QS 2021.2
21033712;QS 2021.2
11202020669;QS 2021.2
21091315;QS 2021.2
11201721130;QS 2021.2
11093811;QS 2021.2
11202021076;QS 2021.2
11201722389;QS 2021.2
21062113;QS 2021.2
11201722560;QS 2021.2
11202020448;QS 2021.2
11202020049;QS 2021.2
21004215;QS 2021.2
11024714;QS 2021.2
11201921663;QS 2021.2
11201721092;QS 2021.2
11202020755;QS 2021.2
21065813;QS 2021.2
11001214;QS 2021.2
11042714;QS 2021.2
11028315;QS 2021.2
21026212;QS 2021.2
11201921048;QS 2021.2
11202020582;QS 2021.2
11202020210;QS 2021.2
21063413;QS 2021.2
11201720678;QS 2021.2
11202020209;QS 2021.2
11201921266;QS 2021.2
11032715;QS 2021.2
11202021016;QS 2021.2
11201922357;QS 2021.2
11201921215;QS 2021.2
21056413;QS 2021.2
11201811869;QS 2021.2
21016215;QS 2021.2
21002714;QS 2021.2
21014913;QS 2021.2
11202022205;QS 2021.2
11076915;QS 2021.2
21040515;QS 2021.2
11044712;QS 2021.2
11201722672;QS 2021.2
11201711121;QS 2021.2
21023215;QS 2021.2
11003815;QS 2021.2
11084513;QS 2021.2
11202021109;QS 2021.2
11201721947;QS 2021.2
11055613;QS 2021.2
11040516;QS 2021.2
11201720672;QS 2021.2
11109215;QS 2021.2
11201811862;QS 2021.2
21065916;QS 2021.2
11039812;QS 2021.2
11201921402;QS 2021.2
11202022288;QS 2021.2
11201921652;QS 2021.2
11056312;QS 2021.2
11071016;QS 2021.2
11109216;QS 2021.2
21007015;QS 2021.2
11045210;QS 2021.2
21022716;QS 2021.2
11201932567;QS 2021.2
11098111;QS 2021.2
11012313;QS 2021.2
11201921831;QS 2021.2
11202022267;QS 2021.2
11202021069;QS 2021.2
11096115;QS 2021.2
21027616;QS 2021.2
11202020362;QS 2021.2
11202020696;QS 2021.2
11202021890;QS 2021.2
11110512;QS 2021.2
21054215;QS 2021.2
11201922146;QS 2021.2
11045814;QS 2021.2
21069615;QS 2021.2
11047316;QS 2021.2
21057912;QS 2021.2
11201921662;QS 2021.2
21073415;QS 2021.2
11093212;QS 2021.2
13201812291;QS 2021.2
11034516;QS 2021.2
21037812;QS 2021.2
13201910028;QS 2021.2
21084213;QS 2021.2
11019814;QS 2021.2
21040316;QS 2021.2
11202021291;QS 2021.2
11201720698;QS 2021.2
11201722772;QS 2021.2
11202021371;QS 2021.2
13201910035;QS 2021.2
11037414;QS 2021.2
11094110;QS 2021.2
11051813;QS 2021.2
11124715;QS 2021.2
11080011;QS 2021.2
11202020936;QS 2021.2
21018511;QS 2021.2
21074216;QS 2021.2
11202021986;QS 2021.2
21051913;QS 2021.2
11201921475;QS 2021.2
11202020963;QS 2021.2
11201921299;QS 2021.2
11202020348;QS 2021.2
11201723116;QS 2021.2
21061212;QS 2021.2
21041015;QS 2021.2
11112812;QS 2021.2
11202021605;QS 2021.2
11057014;QS 2021.2
11032414;QS 2021.2
11047415;QS 2021.2
11202021101;QS 2021.2
11202021807;QS 2021.2
11080712;QS 2021.2
11023915;QS 2021.2
21015213;QS 2021.2
11201920440;QS 2021.2
21054214;QS 2021.2
11201920356;QS 2021.2
11202020854;QS 2021.2
21065716;QS 2021.2
11102014;QS 2021.2
21075816;QS 2021.2
11012216;QS 2021.2
13201723217;QS 2021.2
11201721907;QS 2021.2
11083516;QS 2021.2
11201722135;QS 2021.2
11031116;QS 2021.2
11201920220;QS 2021.2
21068012;QS 2021.2
11201722709;QS 2021.2
11001215;QS 2021.2
11101813;QS 2021.2
11202020699;QS 2021.2
11050011;QS 2021.2
11201722553;QS 2021.2
11201722329;QS 2021.2
11202021155;QS 2021.2
21010716;QS 2021.2
11201811325;QS 2021.2
11202020672;QS 2021.2
21077614;QS 2021.2
11127710;QS 2021.2
11009014;QS 2021.2
11126110;QS 2021.2
11123015;QS 2021.2
11087716;QS 2021.2
11202021595;QS 2021.2
21050515;QS 2021.2
11053016;QS 2021.2
11202020642;QS 2021.2
11096316;QS 2021.2
21064315;QS 2021.2
11109113;QS 2021.2
21042512;QS 2021.2
11201721620;QS 2021.2
11023114;QS 2021.2
11201920426;QS 2021.2
11001216;QS 2021.2
21068415;QS 2021.2
11011716;QS 2021.2
11084714;QS 2021.2
11201810745;QS 2021.2
11068515;QS 2021.2
11202022293;QS 2021.2
21053316;QS 2021.2
11201721371;QS 2021.2
11003116;QS 2021.2
11202020141;QS 2021.2
11108012;QS 2021.2
11201921120;QS 2021.2
11202020751;QS 2021.2
21068716;QS 2021.2
21036714;QS 2021.2
11019215;QS 2021.2
11202022212;QS 2021.2
21073315;QS 2021.2
11202021808;QS 2021.2
11202021073;QS 2021.2
11201722057;QS 2021.2
21028814;QS 2021.2
11201811456;QS 2021.2
11051409;QS 2021.2
21004815;QS 2021.2
11039013;QS 2021.2
11202020874;QS 2021.2
21089616;QS 2021.2
21027212;QS 2021.2
11201722269;QS 2021.2
21052512;QS 2021.2
11201920189;QS 2021.2
11201921274;QS 2021.2
11019214;QS 2021.2
11107813;QS 2021.2
11201920550;QS 2021.2
11202021305;QS 2021.2
11072015;QS 2021.2
11104615;QS 2021.2
11003314;QS 2021.2
11002915;QS 2021.2
21011513;QS 2021.2
11022316;QS 2021.2
11201920779;QS 2021.2
11201721253;QS 2021.2
11201721979;QS 2021.2
21065815;QS 2021.2
11094116;QS 2021.2
11201722857;QS 2021.2
11202022020;QS 2021.2
11202021078;QS 2021.2
11201822398;QS 2021.2
11109815;QS 2021.2
21015516;QS 2021.2
11201722252;QS 2021.2
11201811327;QS 2021.2
21036515;QS 2021.2
11201720704;QS 2021.2
11202020956;QS 2021.2
11202020048;QS 2021.2
11032311;QS 2021.2
11103713;QS 2021.2
21019714;QS 2021.2
11075013;QS 2021.2
11202021847;QS 2021.2
21074515;QS 2021.2
21005015;QS 2021.2
21033614;QS 2021.2
11201812091;QS 2021.2
21022114;QS 2021.2
11082914;QS 2021.2
11202020648;QS 2021.2
11039411;QS 2021.2
21018115;QS 2021.2
11012414;QS 2021.2
11116513;QS 2021.2
11040113;QS 2021.2
11095011;QS 2021.2
21076714;QS 2021.2
11202021602;QS 2021.2
11201721529;QS 2021.2
11091014;QS 2021.2
11074912;QS 2021.2
11202021186;QS 2021.2
11201912281;QS 2021.2
11202022258;QS 2021.2
13201812300;QS 2021.2
11010814;QS 2021.2
11202021740;QS 2021.2
11041616;QS 2021.2
11202020139;QS 2021.2
11202021928;QS 2021.2
11031511;QS 2021.2
11064814;QS 2021.2
11074714;QS 2021.2
21025913;QS 2021.2
11201722399;QS 2021.2
21055512;QS 2021.2
11127411;QS 2021.2
11080016;QS 2021.2
21056915;QS 2021.2
11106113;QS 2021.2
11201722020;QS 2021.2
11202021895;QS 2021.2
21082316;QS 2021.2
11202021192;QS 2021.2
11202020430;QS 2021.2
11030214;QS 2021.2
11201810524;QS 2021.2
11201723028;QS 2021.2
11118911;QS 2021.2
11201722660;QS 2021.2
11201811465;QS 2021.2
11202020670;QS 2021.2
11202021446;QS 2021.2
21056816;QS 2021.2
11202021588;QS 2021.2
11202020280;QS 2021.2
11110516;QS 2021.2
11114914;QS 2021.2
11202020871;QS 2021.2
21020713;QS 2021.2
11201822558;QS 2021.2
11202020887;QS 2021.2
11201721779;QS 2021.2
11103612;QS 2021.2
11023211;QS 2021.2
11058914;QS 2021.2
11120715;QS 2021.2
11201811439;QS 2021.2
11201921101;QS 2021.2
21002115;QS 2021.2
13201723134;QS 2021.2
11046415;QS 2021.2
11089812;QS 2021.2
11060615;QS 2021.2
11040115;QS 2021.2
11011913;QS 2021.2
11082415;QS 2021.2
21047914;QS 2021.2
11044312;QS 2021.2
11080815;QS 2021.2
11201722400;QS 2021.2
11015115;QS 2021.2
11202021234;QS 2021.2
11202020170;QS 2021.2
11202021215;QS 2021.2
11201920923;QS 2021.2
11202021161;QS 2021.2
21058815;QS 2021.2
11201723093;QS 2021.2
11103916;QS 2021.2
11201720978;QS 2021.2
11201722777;QS 2021.2
21067815;QS 2021.2
11030715;QS 2021.2
11202022236;QS 2021.2
11202022094;QS 2021.2
21049516;QS 2021.2
11202021997;QS 2021.2
11086114;QS 2021.2
11202020285;QS 2021.2
11202021182;QS 2021.2
21039414;QS 2021.2
11023914;QS 2021.2
11202022009;QS 2021.2
11028513;QS 2021.2
11109514;QS 2021.2
21066413;QS 2021.2
11202020496;QS 2021.2
21060415;QS 2021.2
11099815;QS 2021.2
21009516;QS 2021.2
21075713;QS 2021.2
11089314;QS 2021.2
11002314;QS 2021.2
11201811375;QS 2021.2
21027813;QS 2021.2
11201920749;QS 2021.2
11067914;QS 2021.2
11027911;QS 2021.2
11202021853;QS 2021.2
11201920236;QS 2021.2
11201720102;QS 2021.2
11202021982;QS 2021.2
21046216;QS 2021.2
11074012;QS 2021.2
11201720540;QS 2021.2
21007115;QS 2021.2
21075914;QS 2021.2
11085713;QS 2021.2
11201722941;QS 2021.2
11077614;QS 2021.2
11114915;QS 2021.2
11201721240;QS 2021.2
11081112;QS 2021.2
11202021272;QS 2021.2
11201722784;QS 2021.2
11202020609;QS 2021.2
11202020013;QS 2021.2
11061613;QS 2021.2
11201722760;QS 2021.2
21059013;QS 2021.2
21021713;QS 2021.2
21000416;QS 2021.2
11092616;QS 2021.2
21081815;QS 2021.2
11202021596;QS 2021.2
11201810087;QS 2021.2
11201920345;QS 2021.2
11202022239;QS 2021.2
11202020513;QS 2021.2
11201720768;QS 2021.2
11033011;QS 2021.2
11097213;QS 2021.2
11202020968;QS 2021.2
11054516;QS 2021.2
11076513;QS 2021.2
21019015;QS 2021.2
11048615;QS 2021.2
11092412;QS 2021.2
11201920237;QS 2021.2
11039814;QS 2021.2
11071413;QS 2021.2
21057914;QS 2021.2
11015815;QS 2021.2
11102615;QS 2021.2
21035215;QS 2021.2
11201722526;QS 2021.2
11201723019;QS 2021.2
11202021949;QS 2021.2
21049414;QS 2021.2
21006815;QS 2021.2
11022414;QS 2021.2
11202020981;QS 2021.2
21028116;QS 2021.2
11035315;QS 2021.2
11076412;QS 2021.2
11201922406;QS 2021.2
21040813;QS 2021.2
11067014;QS 2021.2
11087512;QS 2021.2
11202022245;QS 2021.2
11068616;QS 2021.2
11201811799;QS 2021.2
11202020260;QS 2021.2
11113814;QS 2021.2
11202021711;QS 2021.2
21004315;QS 2021.2
11014615;QS 2021.2
11201811366;QS 2021.2
11054012;QS 2021.2
11202020419;QS 2021.2
11099915;QS 2021.2
11201921454;QS 2021.2
11201812274;QS 2021.2
11201920343;QS 2021.2
21001817;QS 2021.2
21037116;QS 2021.2
11073914;QS 2021.2
21073015;QS 2021.2
11067115;QS 2021.2
11201920474;QS 2021.2
11202021432;QS 2021.2
11106114;QS 2021.2
11074015;QS 2021.2
21078814;QS 2021.2
11027615;QS 2021.2
21085215;QS 2021.2
11201921116;QS 2021.2
11202021013;QS 2021.2
11019314;QS 2021.2
21069513;QS 2021.2
11014714;QS 2021.2
11202020132;QS 2021.2
11010813;QS 2021.2
11201722763;QS 2021.2
21001317;QS 2021.2
11002114;QS 2021.2
11113615;QS 2021.2
11201922236;QS 2021.2
21014512;QS 2021.2
11085615;QS 2021.2
11202020659;QS 2021.2
21038813;QS 2021.2
21063615;QS 2021.2
11201922232;QS 2021.2
21059516;QS 2021.2
11201720174;QS 2021.2
11202021115;QS 2021.2
11009115;QS 2021.2
21050215;QS 2021.2
21022515;QS 2021.2
21006916;QS 2021.2
11202021340;QS 2021.2
11202020479;QS 2021.2
21027912;QS 2021.2
11064413;QS 2021.2
11074615;QS 2021.2
11094216;QS 2021.2
13201910091;QS 2021.2
21014815;QS 2021.2
21090815;QS 2021.2
11202020852;QS 2021.2
21012013;QS 2021.2
11201822534;QS 2021.2
11030314;QS 2021.2
11201920824;QS 2021.2
21041515;QS 2021.2
11044213;QS 2021.2
11070111;QS 2021.2
21050912;QS 2021.2
11020811;QS 2021.2
11201922262;QS 2021.2
11096715;QS 2021.2
11202022093;QS 2021.2
13201723137;QS 2021.2
21007814;QS 2021.2
21003315;QS 2021.2
11016613;QS 2021.2
11202020257;QS 2021.2
11201922249;QS 2021.2
11094016;QS 2021.2
11202020858;QS 2021.2
11201811099;QS 2021.2
11031407;QS 2021.2
11201921407;QS 2021.2
11202020017;QS 2021.2
11053411;QS 2021.2
11201810536;QS 2021.2
11083209;QS 2021.2
11201721144;QS 2021.2
21035616;QS 2021.2
11116414;QS 2021.2
11043414;QS 2021.2
11091416;QS 2021.2
21007915;QS 2021.2
11202021922;QS 2021.2
11000914;QS 2021.2
11009814;QS 2021.2
11011414;QS 2021.2
11013515;QS 2021.2
11014513;QS 2021.2
11016916;QS 2021.2
11017215;QS 2021.2
11020911;QS 2021.2
11022012;QS 2021.2
11022315;QS 2021.2
11029307;QS 2021.2
11029313;QS 2021.2
11029315;QS 2021.2
11031315;QS 2021.2
11035215;QS 2021.2
11036116;QS 2021.2
11038916;QS 2021.2
11040112;QS 2021.2
11040514;QS 2021.2
11043111;QS 2021.2
11045716;QS 2021.2
11046015;QS 2021.2
11049715;QS 2021.2
11056112;QS 2021.2
11056116;QS 2021.2
11059116;QS 2021.2
11065015;QS 2021.2
11073612;QS 2021.2
11073913;QS 2021.2
11076710;QS 2021.2
11078313;QS 2021.2
11083316;QS 2021.2
11084308;QS 2021.2
11086513;QS 2021.2
11087113;QS 2021.2
11088316;QS 2021.2
11089116;QS 2021.2
11096114;QS 2021.2
11099314;QS 2021.2
11100612;QS 2021.2
11102416;QS 2021.2
11108214;QS 2021.2
11109015;QS 2021.2
11112511;QS 2021.2
11116615;QS 2021.2
21008113;QS 2021.2
21009015;QS 2021.2
21011814;QS 2021.2
21012216;QS 2021.2
21012815;QS 2021.2
21015111;QS 2021.2
21015913;QS 2021.2
21017316;QS 2021.2
21019615;QS 2021.2
21023011;QS 2021.2
21023515;QS 2021.2
21024515;QS 2021.2
21027515;QS 2021.2
21031116;QS 2021.2
21032516;QS 2021.2
21039613;QS 2021.2
21041414;QS 2021.2
21042216;QS 2021.2
21043015;QS 2021.2
21044016;QS 2021.2
21047313;QS 2021.2
21052413;QS 2021.2
21062813;QS 2021.2
21064313;QS 2021.2
21065314;QS 2021.2
21068314;QS 2021.2
21069315;QS 2021.2
21077416;QS 2021.2
21079314;QS 2021.2
21083913;QS 2021.2
21089216;QS 2021.2
21091015;QS 2021.2
11201720744;QS 2021.2
11201721263;QS 2021.2
11201721336;QS 2021.2
11201722026;QS 2021.2
11201722192;QS 2021.2
11201722510;QS 2021.2
11201722904;QS 2021.2
11201810103;QS 2021.2
11201810159;QS 2021.2
11201810371;QS 2021.2
11201810415;QS 2021.2
11201810603;QS 2021.2
11201810626;QS 2021.2
11201810674;QS 2021.2
11201810719;QS 2021.2
11201810746;QS 2021.2
11201810965;QS 2021.2
11201811096;QS 2021.2
11201811668;QS 2021.2
11201811767;QS 2021.2
11201811913;QS 2021.2
11201812109;QS 2021.2
11201822399;QS 2021.2
11201912273;QS 2021.2
11201920185;QS 2021.2
11201920203;QS 2021.2
11201920439;QS 2021.2
11201920658;QS 2021.2
11201920806;QS 2021.2
11201920885;QS 2021.2
11201921108;QS 2021.2
11201921129;QS 2021.2
11201921253;QS 2021.2
11201921361;QS 2021.2
11201921400;QS 2021.2
11201921566;QS 2021.2
11201921597;QS 2021.2
11201921756;QS 2021.2
11201921767;QS 2021.2
11201921952;QS 2021.2
11201922151;QS 2021.2
11201922210;QS 2021.2
11201922268;QS 2021.2
11201922310;QS 2021.2
11201932483;QS 2021.2
11201932586;QS 2021.2
11202020770;QS 2021.2
11202021202;QS 2021.2
11202021238;QS 2021.2
11202021342;QS 2021.2
11202021913;QS 2021.2
11202111993;QS 2021.2
11202112052;QS 2021.2
11202112057;QS 2021.2
11202131263;QS 2021.2
11202131426;QS 2021.2
11202131788;QS 2021.2
13201723140;QS 2021.2
13201723216;QS 2021.2
13201910051;QS 2021.2
